correct 	2.6secs 	What is 11 * 2? 	== 	22 	RunAve=runAve: 1/1 100% 	Sat Jan 09 2021 18:49:24 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	elate 	e____ 	== 	_late 	RunAve=runAve: 21/25 84% 3.9secs 	Tue Jan 12 2021 17:24:07 GMT-0600 (Central Standard Time)
correct 	spelling 	4.3secs 	relate 	r_____ 	== 	_elate 	RunAve=runAve: 21/25 84% 3.9secs 	Tue Jan 12 2021 17:24:29 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	estate 	e_____ 	== 	_state 	RunAve=runAve: 22/25 88% 3.9secs 	Tue Jan 12 2021 17:24:47 GMT-0600 (Central Standard Time)
wrong 	spelling 	7.7secs 	berate 	b_____ 	!= 	_ratte 	RunAve=runAve: 21/25 84% 4.1secs 	Tue Jan 12 2021 17:25:13 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.2secs 	elate 	e____ 	!= 	_lete 	RunAve=runAve: 20/25 80% 4.0secs 	Tue Jan 12 2021 17:25:27 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	relate 	rel___ 	== 	___ate 	RunAve=runAve: 20/25 80% 4.0secs 	Tue Jan 12 2021 17:25:47 GMT-0600 (Central Standard Time)
correct 	spelling 	7.1secs 	estate 	e_____ 	== 	_state 	RunAve=runAve: 20/25 80% 4.0secs 	Tue Jan 12 2021 17:26:12 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	berate 	ber___ 	== 	___ate 	RunAve=runAve: 20/25 80% 4.0secs 	Tue Jan 12 2021 17:26:27 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	elate 	e____ 	== 	_late 	RunAve=runAve: 20/25 80% 3.9secs 	Tue Jan 12 2021 17:26:47 GMT-0600 (Central Standard Time)
wrong 	spelling 	3.4secs 	estate 	e_____ 	!= 	_stete 	RunAve=runAve: 19/25 76% 3.8secs 	Tue Jan 12 2021 17:27:28 GMT-0600 (Central Standard Time)
wrong 	spelling 	5.8secs 	berate 	b_____ 	!= 	_ratte 	RunAve=runAve: 18/25 72% 3.9secs 	Tue Jan 12 2021 17:27:51 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.3secs 	elate 	e____ 	!= 	_lete 	RunAve=runAve: 17/25 68% 3.7secs 	Tue Jan 12 2021 17:28:06 GMT-0600 (Central Standard Time)
correct 	spelling 	7.1secs 	berate 	b_____ 	== 	_erate 	RunAve=runAve: 18/25 72% 3.8secs 	Tue Jan 12 2021 17:30:42 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	elate 	e____ 	== 	_late 	RunAve=runAve: 18/25 72% 3.8secs 	Tue Jan 12 2021 17:30:58 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	relate 	r_____ 	== 	_elate 	RunAve=runAve: 18/25 72% 3.7secs 	Tue Jan 12 2021 17:31:19 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	berate 	b_____ 	== 	_erate 	RunAve=runAve: 18/25 72% 3.6secs 	Tue Jan 12 2021 17:31:58 GMT-0600 (Central Standard Time)
correct 	spelling 	6.6secs 	elate 	e____ 	== 	_late 	RunAve=runAve: 18/25 72% 3.6secs 	Tue Jan 12 2021 17:32:21 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	relate 	re____ 	== 	__late 	RunAve=runAve: 18/25 72% 3.6secs 	Tue Jan 12 2021 17:32:38 GMT-0600 (Central Standard Time)
correct 	spelling 	4.4secs 	estate 	e_____ 	== 	_state 	RunAve=runAve: 18/25 72% 3.7secs 	Tue Jan 12 2021 17:32:59 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	breath 	br____ 	== 	__eath 	RunAve=runAve: 18/25 72% 3.7secs 	Tue Jan 12 2021 17:33:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	wake 	w___ 	== 	_ake 	RunAve=runAve: 18/25 72% 3.6secs 	Tue Jan 12 2021 17:33:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	deposit 	dep____ 	== 	___osit 	RunAve=runAve: 18/25 72% 3.6secs 	Tue Jan 12 2021 17:33:58 GMT-0600 (Central Standard Time)
wrong 	spelling 	4.7secs 	meet 	m___ 	!= 	_aet 	RunAve=runAve: 17/25 68% 3.7secs 	Tue Jan 12 2021 17:35:20 GMT-0600 (Central Standard Time)
correct 	spelling 	4.4secs 	beet 	b___ 	== 	_eet 	RunAve=runAve: 18/25 72% 3.8secs 	Tue Jan 12 2021 17:35:39 GMT-0600 (Central Standard Time)
wrong 	spelling 	5.0secs 	beetle 	bee___ 	!= 	___lle 	RunAve=runAve: 18/25 72% 3.9secs 	Tue Jan 12 2021 17:36:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	meet 	m___ 	== 	_eet 	RunAve=runAve: 18/25 72% 3.9secs 	Tue Jan 12 2021 17:36:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	feet 	f___ 	== 	_eet 	RunAve=runAve: 18/25 72% 3.8secs 	Tue Jan 12 2021 17:36:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	beet 	b___ 	== 	_eet 	RunAve=runAve: 18/25 72% 3.8secs 	Tue Jan 12 2021 17:36:58 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	beetle 	b_____ 	== 	_eetle 	RunAve=runAve: 19/25 76% 3.5secs 	Tue Jan 12 2021 17:37:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	meet 	m___ 	== 	_eet 	RunAve=runAve: 20/25 80% 3.5secs 	Tue Jan 12 2021 17:37:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	feet 	f___ 	== 	_eet 	RunAve=runAve: 20/25 80% 3.5secs 	Tue Jan 12 2021 17:37:56 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	needle 	nee___ 	== 	___dle 	RunAve=runAve: 20/25 80% 3.3secs 	Tue Jan 12 2021 17:38:18 GMT-0600 (Central Standard Time)
correct 	math 	6.0secs 	11 - 9 	What is 11 - 9? 	== 	2 	RunAve=runAve: 20/25 80% 3.5secs 	Tue Jan 12 2021 17:38:41 GMT-0600 (Central Standard Time)
correct 	math 	4.3secs 	8 + 2 	What is 8 + 2? 	== 	10 	RunAve=runAve: 20/25 80% 3.6secs 	Tue Jan 12 2021 17:38:59 GMT-0600 (Central Standard Time)
correct 	math 	4.4secs 	8 * 12 	What is 8 * 12? 	== 	96 	RunAve=runAve: 21/25 84% 3.6secs 	Tue Jan 12 2021 17:39:19 GMT-0600 (Central Standard Time)
correct 	math 	4.6secs 	11 * -2 	What is 11 * -2? 	== 	-22 	RunAve=runAve: 22/25 88% 3.6secs 	Tue Jan 12 2021 17:39:40 GMT-0600 (Central Standard Time)
correct 	math 	3.0secs 	10 * 12 	What is 10 * 12? 	== 	120 	RunAve=runAve: 23/25 92% 3.6secs 	Tue Jan 12 2021 17:39:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	waft 	w___ 	== 	_aft 	RunAve=runAve: 23/25 92% 3.5secs 	Tue Jan 12 2021 17:40:18 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	sister 	s_____ 	== 	_ister 	RunAve=runAve: 23/25 92% 3.5secs 	Tue Jan 12 2021 17:40:38 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	12 * 12 	What is 12 * 12? 	== 	144 	RunAve=runAve: 23/25 92% 3.4secs 	Tue Jan 12 2021 17:40:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	magic 	m____ 	== 	_agic 	RunAve=runAve: 23/25 92% 3.4secs 	Tue Jan 12 2021 17:41:18 GMT-0600 (Central Standard Time)
correct 	math 	2.5secs 	2 * 0 	What is 2 * 0? 	== 	0 	RunAve=runAve: 23/25 92% 3.2secs 	Tue Jan 12 2021 17:42:58 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	7 * 8 	What is 7 * 8? 	== 	56 	RunAve=runAve: 23/25 92% 3.1secs 	Tue Jan 12 2021 17:44:57 GMT-0600 (Central Standard Time)
wrong 	spelling 	3.8secs 	predict 	p______ 	!= 	_redist 	RunAve=runAve: 22/25 88% 3.1secs 	Tue Jan 12 2021 17:45:19 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	record 	r_____ 	== 	_ecord 	RunAve=runAve: 22/25 88% 3.1secs 	Tue Jan 12 2021 17:45:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	predict 	p______ 	== 	_redict 	RunAve=runAve: 22/25 88% 3.1secs 	Tue Jan 12 2021 17:46:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	expect 	e_____ 	== 	_xpect 	RunAve=runAve: 22/25 88% 3.1secs 	Tue Jan 12 2021 17:46:39 GMT-0600 (Central Standard Time)
correct 	spelling 	0.3secs 	invite 	inv___ 	== 	___ite 	RunAve=runAve: 23/25 92% 2.9secs 	Tue Jan 12 2021 17:46:56 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	bake 	b___ 	== 	_ake 	RunAve=runAve: 23/25 92% 2.9secs 	Tue Jan 12 2021 17:47:19 GMT-0600 (Central Standard Time)
wrong 	spelling 	4.0secs 	tamper 	t_____ 	!= 	_emper 	RunAve=runAve: 23/25 92% 2.9secs 	Tue Jan 12 2021 17:47:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	tamper 	t_____ 	== 	_amper 	RunAve=runAve: 23/25 92% 2.9secs 	Tue Jan 12 2021 17:47:57 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.3secs 	hamper 	ham___ 	!= 	___mer 	RunAve=runAve: 22/25 88% 2.9secs 	Tue Jan 12 2021 17:48:18 GMT-0600 (Central Standard Time)
wrong 	spelling 	6.9secs 	perhaps 	pe_____ 	!= 	__rhups 	RunAve=runAve: 21/25 84% 3.1secs 	Tue Jan 12 2021 17:48:42 GMT-0600 (Central Standard Time)
correct 	spelling 	5.6secs 	persist 	p______ 	== 	_ersist 	RunAve=runAve: 21/25 84% 3.2secs 	Tue Jan 12 2021 17:49:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	crown 	cr___ 	== 	__own 	RunAve=runAve: 21/25 84% 3.2secs 	Tue Jan 12 2021 17:49:18 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.1secs 	tamper 	t_____ 	!= 	_emper 	RunAve=runAve: 20/25 80% 3.3secs 	Tue Jan 12 2021 17:49:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	hamper 	h_____ 	== 	_amper 	RunAve=runAve: 20/25 80% 3.3secs 	Tue Jan 12 2021 17:49:59 GMT-0600 (Central Standard Time)
wrong 	spelling 	3.1secs 	perhaps 	p______ 	!= 	_orhaps 	RunAve=runAve: 19/25 76% 3.2secs 	Tue Jan 12 2021 17:50:19 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.3secs 	persist 	p______ 	!= 	_orsist 	RunAve=runAve: 18/25 72% 3.1secs 	Tue Jan 12 2021 17:50:38 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.9secs 	tamper 	t_____ 	!= 	_ampor 	RunAve=runAve: 17/25 68% 3.0secs 	Tue Jan 12 2021 17:50:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	hamper 	h_____ 	== 	_amper 	RunAve=runAve: 17/25 68% 3.0secs 	Tue Jan 12 2021 17:51:18 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	perhaps 	p______ 	== 	_erhaps 	RunAve=runAve: 17/25 68% 2.9secs 	Tue Jan 12 2021 17:51:37 GMT-0600 (Central Standard Time)
wrong 	spelling 	9.9secs 	persist 	p______ 	!= 	_orsist 	RunAve=runAve: 16/25 64% 3.2secs 	Tue Jan 12 2021 17:52:05 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.7secs 	tamper 	t_____ 	!= 	_imper 	RunAve=runAve: 15/25 60% 3.2secs 	Tue Jan 12 2021 17:52:18 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.4secs 	hamper 	ha____ 	!= 	__amer 	RunAve=runAve: 14/25 56% 3.2secs 	Tue Jan 12 2021 17:52:37 GMT-0600 (Central Standard Time)
correct 	spelling 	4.5secs 	hamper 	h_____ 	== 	_amper 	RunAve=runAve: 14/25 56% 3.2secs 	Tue Jan 12 2021 17:54:00 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	persist 	pers___ 	== 	____ist 	RunAve=runAve: 14/25 56% 3.3secs 	Tue Jan 12 2021 17:54:39 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	hamper 	h_____ 	== 	_amper 	RunAve=runAve: 14/25 56% 3.3secs 	Tue Jan 12 2021 17:55:19 GMT-0600 (Central Standard Time)
correct 	spelling 	7.7secs 	tamper 	ta____ 	== 	__mper 	RunAve=runAve: 15/25 60% 3.5secs 	Tue Jan 12 2021 17:56:23 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	hamper 	h_____ 	== 	_amper 	RunAve=runAve: 15/25 60% 3.5secs 	Tue Jan 12 2021 17:56:40 GMT-0600 (Central Standard Time)
correct 	math 	0.3secs 	12 * 5 	What is 12 * 5? 	== 	60 	RunAve=runAve: 15/25 60% 3.4secs 	Tue Jan 12 2021 17:57:36 GMT-0600 (Central Standard Time)
wrong 	spelling 	11.8secs 	particular 	p_________ 	!= 	_artisular 	RunAve=runAve: 14/25 56% 3.8secs 	Tue Jan 12 2021 17:58:07 GMT-0600 (Central Standard Time)
wrong 	spelling 	4.6secs 	singular 	si______ 	!= 	__gullar 	RunAve=runAve: 13/25 52% 3.9secs 	Tue Jan 12 2021 17:58:40 GMT-0600 (Central Standard Time)
wrong 	spelling 	5.4secs 	particular 	part______ 	!= 	____isular 	RunAve=runAve: 12/25 48% 4.0secs 	Tue Jan 12 2021 17:59:01 GMT-0600 (Central Standard Time)
wrong 	spelling 	19.4secs 	angular 	angu___ 	!= 	____lur 	RunAve=runAve: 12/25 48% 4.6secs 	Tue Jan 12 2021 17:59:55 GMT-0600 (Central Standard Time)
correct 	spelling 	10.9secs 	singular 	singu___ 	== 	_____lar 	RunAve=runAve: 12/25 48% 5.0secs 	Tue Jan 12 2021 18:00:07 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	particular 	part______ 	== 	____icular 	RunAve=runAve: 13/25 52% 5.0secs 	Tue Jan 12 2021 18:00:19 GMT-0600 (Central Standard Time)
correct 	spelling 	8.1secs 	regular 	reg____ 	== 	___ular 	RunAve=runAve: 14/25 56% 5.1secs 	Tue Jan 12 2021 18:00:44 GMT-0600 (Central Standard Time)
correct 	spelling 	4.8secs 	angular 	a______ 	== 	_ngular 	RunAve=runAve: 14/25 56% 5.0secs 	Tue Jan 12 2021 18:01:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	singular 	sin_____ 	== 	___gular 	RunAve=runAve: 14/25 56% 5.1secs 	Tue Jan 12 2021 18:01:18 GMT-0600 (Central Standard Time)
correct 	spelling 	4.6secs 	particular 	pa________ 	== 	__rticular 	RunAve=runAve: 15/25 60% 5.2secs 	Tue Jan 12 2021 18:01:40 GMT-0600 (Central Standard Time)
correct 	spelling 	4.9secs 	regular 	re_____ 	== 	__gular 	RunAve=runAve: 15/25 60% 5.2secs 	Tue Jan 12 2021 18:02:01 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	9 + 0 	What is 9 + 0? 	== 	9 	RunAve=runAve: 16/25 64% 5.2secs 	Tue Jan 12 2021 18:02:19 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	8 + 0 	What is 8 + 0? 	== 	8 	RunAve=runAve: 17/25 68% 5.2secs 	Tue Jan 12 2021 18:02:38 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	gloom 	gl___ 	== 	__oom 	RunAve=runAve: 18/25 72% 5.3secs 	Tue Jan 12 2021 18:04:40 GMT-0600 (Central Standard Time)
correct 	math 	5.2secs 	8 / 4 	What is 8 / 4? 	== 	2 	RunAve=runAve: 18/25 72% 5.4secs 	Tue Jan 12 2021 18:05:01 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	1 * 11 	What is 1 * 11? 	== 	11 	RunAve=runAve: 18/25 72% 5.4secs 	Tue Jan 12 2021 18:05:59 GMT-0600 (Central Standard Time)
correct 	math 	17.8secs 	-6 * 7 	What is -6 * 7? 	== 	-42 	RunAve=runAve: 19/25 76% 5.7secs 	Tue Jan 12 2021 18:06:34 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	feed 	f___ 	== 	_eed 	RunAve=runAve: 20/25 80% 5.7secs 	Tue Jan 12 2021 18:06:37 GMT-0600 (Central Standard Time)
correct 	math 	10.3secs 	-8 + 8 	What is -8 + 8? 	== 	0 	RunAve=runAve: 21/25 84% 6.0secs 	Tue Jan 12 2021 18:07:06 GMT-0600 (Central Standard Time)
correct 	math 	15.7secs 	8 * 2 	What is 8 * 2? 	== 	16 	RunAve=runAve: 21/25 84% 6.5secs 	Tue Jan 12 2021 18:07:32 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	rude 	r___ 	== 	_ude 	RunAve=runAve: 21/25 84% 6.5secs 	Tue Jan 12 2021 18:08:20 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	12 * 11 	What is 12 * 11? 	== 	132 	RunAve=runAve: 21/25 84% 6.4secs 	Tue Jan 12 2021 18:08:38 GMT-0600 (Central Standard Time)
correct 	math 	7.3secs 	10 - -7 	What is 10 - -7? 	== 	17 	RunAve=runAve: 21/25 84% 6.4secs 	Tue Jan 12 2021 18:09:03 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	12 * 11 	What is 12 * 11? 	== 	132 	RunAve=runAve: 21/25 84% 6.4secs 	Tue Jan 12 2021 18:09:39 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	72 / 9 	What is 72 / 9? 	== 	8 	RunAve=runAve: 21/25 84% 6.4secs 	Tue Jan 12 2021 18:09:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	go 	g_ 	== 	_o 	RunAve=runAve: 22/25 88% 6.1secs 	Tue Jan 12 2021 18:10:19 GMT-0600 (Central Standard Time)
correct 	math 	13.8secs 	12 + 9 	What is 12 + 9? 	== 	21 	RunAve=runAve: 23/25 92% 6.4secs 	Tue Jan 12 2021 18:10:50 GMT-0600 (Central Standard Time)
wrong 	spelling 	4.0secs 	relent 	re____ 	!= 	__elet 	RunAve=runAve: 23/25 92% 6.4secs 	Tue Jan 12 2021 18:11:00 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	rebel 	r____ 	== 	_ebel 	RunAve=runAve: 24/25 96% 5.7secs 	Tue Jan 12 2021 18:11:20 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	repel 	re___ 	== 	__pel 	RunAve=runAve: 24/25 96% 5.4secs 	Tue Jan 12 2021 18:11:39 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	relent 	r_____ 	== 	_elent 	RunAve=runAve: 24/25 96% 5.4secs 	Tue Jan 12 2021 18:11:59 GMT-0600 (Central Standard Time)
wrong 	spelling 	5.8secs 	regret 	r_____ 	!= 	_egrot 	RunAve=runAve: 23/25 92% 5.3secs 	Tue Jan 12 2021 18:12:22 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	regret 	r_____ 	== 	_egret 	RunAve=runAve: 23/25 92% 5.2secs 	Tue Jan 12 2021 18:13:39 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	bulk 	b___ 	== 	_ulk 	RunAve=runAve: 23/25 92% 5.2secs 	Tue Jan 12 2021 18:13:59 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	1 + 10 	What is 1 + 10? 	== 	11 	RunAve=runAve: 23/25 92% 5.1secs 	Tue Jan 12 2021 18:14:20 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	1 * 12 	What is 1 * 12? 	== 	12 	RunAve=runAve: 23/25 92% 5.0secs 	Tue Jan 12 2021 18:14:39 GMT-0600 (Central Standard Time)
correct 	math 	26.4secs 	-11 * 10 	What is -11 * 10? 	== 	-110 	RunAve=runAve: 23/25 92% 6.0secs 	Tue Jan 12 2021 18:15:23 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	81 / 9 	What is 81 / 9? 	== 	9 	RunAve=runAve: 23/25 92% 6.0secs 	Tue Jan 12 2021 18:15:39 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	-7 * 11 	What is -7 * 11? 	== 	-77 	RunAve=runAve: 23/25 92% 5.9secs 	Tue Jan 12 2021 18:15:59 GMT-0600 (Central Standard Time)
correct 	math 	13.9secs 	5 + -9 	What is 5 + -9? 	== 	-4 	RunAve=runAve: 23/25 92% 6.3secs 	Tue Jan 12 2021 18:16:30 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	3 * 11 	What is 3 * 11? 	== 	33 	RunAve=runAve: 23/25 92% 6.3secs 	Tue Jan 12 2021 18:16:39 GMT-0600 (Central Standard Time)
